,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,company,age
3813,Maruti Wagon,459999,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,4
3814,Maruti Vitara,710000,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,Maruti,5
3815,Maruti Swift,330000,140000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190.0,5,Maruti,7
3816,Jeep Compass,1515000,15000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350.0,5,Jeep,5
3817,Tata Nexon,750000,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170.0,5,Tata,4
3818,Chevrolet Spark,160000,50000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,90.3,5,Chevrolet,6
3819,Chevrolet Beat,215000,60000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,142.5,5,Chevrolet,6
3820,Tata Nano,60000,40000,Petrol,Individual,Manual,Second Owner,25.4,624,38.0,51.0,4,Tata,10
3821,Maruti Swift,480000,72000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114.0,5,Maruti,8
3822,Tata Manza,140000,195000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,200.0,5,Tata,10
3823,Hyundai EON,200000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,10
3824,Nissan Micra,400000,83000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5,Nissan,9
3825,Hyundai EON,180000,100000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,Hyundai,10
3826,Maruti Swift,550000,25000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,Maruti,7
3827,Maruti Swift,550000,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,Maruti,6
3828,Maruti Ertiga,550000,67000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7,Maruti,10
3829,Maruti Zen,270000,30000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90.0,5,Maruti,11
3830,Renault Pulse,315000,85000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,160.0,5,Renault,9
3831,Mahindra Thar,875000,25000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247.0,6,Mahindra,4
3832,Toyota Innova,400000,170000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,8,Toyota,15
3833,Mahindra Scorpio,540000,110000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,200.0,8,Mahindra,8
3834,Maruti Wagon,350000,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77.0,5,Maruti,5
3835,Hyundai Verna,360000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,Hyundai,11
3836,Maruti Wagon,300000,31000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,8
3837,Hyundai Grand,350000,100000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5,Hyundai,8
3838,Mahindra NuvoSport,650000,130000,Diesel,Individual,Manual,First Owner,17.45,1493,100.0,240.0,7,Mahindra,6
3839,Maruti Wagon,350000,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,6
3840,Ford EcoSport,700000,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,Ford,5
3841,Maruti Swift,415000,102996,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,Maruti,9
3842,Mahindra Marazzo,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300.0,7,Mahindra,3
3843,Tata Nexon,830000,35000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260.0,5,Tata,5
3844,Datsun GO,430000,5000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,104.0,5,Datsun,4
3845,Ford EcoSport,850000,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,Ford,5
3846,Maruti Swift,650000,70000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115.0,5,Maruti,5
3847,Hyundai Verna,120000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,24.0,5,Hyundai,14
3848,Mahindra TUV,730000,65100,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,240.0,7,Mahindra,6
3849,Maruti Ignis,525000,20000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,113.0,5,Maruti,3
3850,Hyundai i20,600000,108000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,220.0,5,Hyundai,7
3851,Maruti Swift,500000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,Maruti,3
3852,Hyundai Santro,150000,77000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1,5,Hyundai,13
3853,Maruti Wagon,409999,18500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,7
3854,Mahindra TUV,625000,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,Mahindra,6
3855,Renault KWID,290000,15200,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,7
3856,Honda Mobilio,500000,35000,Petrol,Individual,Manual,First Owner,17.3,1497,117.3,145.0,7,Honda,7
3857,Hyundai Verna,475000,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,259.8,5,Hyundai,11
3858,Hyundai EON,190000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,9
3859,Mahindra XUV500,750000,80000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330.0,7,Mahindra,8
3860,Nissan Terrano,525000,120000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,248.0,5,Nissan,8
3861,Chevrolet Cruze,495000,82000,Diesel,Individual,Manual,Third Owner,17.3,1998,163.7,380.0,5,Chevrolet,10
3862,Hyundai i20,550000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,7
3863,Mahindra XUV500,595000,129000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,330.0,7,Mahindra,10
3864,Fiat Grande,550000,67000,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,197.0,5,Fiat,7
3865,Toyota Fortuner,2000000,120000,Diesel,Individual,Manual,First Owner,13.0,2494,142.0,343.0,7,Toyota,7
3866,Tata Safari,400000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179,138.03,320.0,7,Tata,12
3867,Fiat Avventura,500000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209.0,5,Fiat,7
3868,Maruti Wagon,340000,52412,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,90.0,5,Maruti,5
3869,Mahindra Scorpio,480000,85472,Diesel,Dealer,Manual,First Owner,12.05,2179,120.0,290.0,8,Mahindra,10
3870,Ford EcoSport,480000,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498,98.59,205.0,5,Ford,9
3871,Ford EcoSport,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,Ford,4
3872,Maruti Wagon,100000,66530,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84.0,5,Maruti,14
3873,Hyundai i20,290000,40000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5,Hyundai,9
3874,Fiat Avventura,425000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209.0,5,Fiat,7
3875,Honda City,285000,79000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,146.0,5,Honda,12
3876,Mahindra TUV,625000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,Mahindra,6
3877,Fiat Grande,170000,60000,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0,197.0,5,Fiat,10
3878,Tata Zest,459999,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,Tata,4
3879,Fiat Avventura,450000,120000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209.0,5,Fiat,7
3880,Maruti Swift,650000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5,Maruti,3
3881,Hyundai i20,600000,15000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,Hyundai,5
3882,Maruti Alto,178000,70000,CNG,Individual,Manual,Second Owner,30.46,796,47.3,69.0,5,Maruti,9
3883,Maruti Alto,300000,5000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,Maruti,6
3884,Maruti Alto,150000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,Maruti,13
3885,Hyundai Elite,590000,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73,5,Hyundai,3
3886,Hyundai EON,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,6
3887,Tata Zest,400000,53000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,Tata,5
3888,Mahindra Scorpio,520000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,9,Mahindra,8
3889,Ashok Leyland,300000,200000,Diesel,Individual,Manual,Second Owner,20.07,1461,75.0,185.0,8,Ashok,9
3890,Mahindra XUV300,1000000,22000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,200.0,5,Mahindra,3
3891,Maruti Wagon,65000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,90.0,5,Maruti,19
3892,Honda Amaze,509999,75000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,200.0,5,Honda,7
3893,Maruti Wagon,221000,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,Maruti,10
3894,Volkswagen Vento,390000,64000,Petrol,Individual,Manual,Third Owner,15.04,1598,103.2,153.0,5,Volkswagen,8
3895,Maruti Gypsy,350000,60000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,103.0,8,Maruti,20
3896,Maruti Alto,195000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,Maruti,13
3897,Audi Q7,1750000,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967,241.4,550.0,7,Audi,12
3898,Mahindra Scorpio,600000,60000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,8,Mahindra,9
3899,Hyundai i20,615000,72000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,7
3900,Hyundai i20,350000,70000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,219.6,5,Hyundai,9
3901,Chevrolet Beat,140000,75000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5,Chevrolet,10
3902,Hyundai i20,650000,32331,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7,5,Hyundai,5
3903,Hyundai Creta,1100000,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,6
3904,Hyundai i20,285000,80000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4,5,Hyundai,12
3905,Chevrolet Spark,190000,20000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,90.3,5,Chevrolet,11
3906,Nissan Sunny,350000,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,134.0,5,Nissan,10
3907,Hyundai Grand,400000,40000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114.0,5,Hyundai,8
3908,Toyota Innova,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,245.0,7,Toyota,6
3909,Hyundai i20,434999,90000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7,5,Hyundai,7
3910,Maruti Swift,450000,50000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114.0,5,Maruti,8
3911,Daewoo Matiz,45000,137000,Petrol,Individual,Manual,First Owner,18.5,796,53.0,71.0,5,Daewoo,21
3912,Hyundai i20,450000,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,7
3913,Maruti Swift,580000,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,Maruti,5
3914,Hyundai Creta,900000,98000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,6
3915,Maruti Ertiga,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,Maruti,6
3916,Tata Indigo,140000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,135.0,5,Tata,13
3917,Hyundai Grand,525000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,Hyundai,5
3918,Tata Indigo,114999,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,135.0,5,Tata,13
3919,Tata Tiago,399000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,Tata,6
3920,Tata Indica,275000,90000,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,135.0,5,Tata,10
3921,Hyundai i20,340000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,22.4,5,Hyundai,11
3922,Hyundai EON,222000,120000,LPG,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,10
3923,Mahindra Ssangyong,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,402.0,7,Mahindra,9
3924,Tata Indica,70000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,8.5,5,Tata,15
3925,Tata Tiago,430000,38000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5,Tata,5
3926,Tata Tiago,430000,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5,Tata,5
3927,Maruti Wagon,320000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,8
3928,Renault Fluence,500000,120000,Diesel,Individual,Manual,Second Owner,21.8,1461,78.0,240.0,5,Renault,10
3929,Renault Duster,500000,110000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,248.0,5,Renault,10
3930,Tata Indica,229999,140000,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,190.0,5,Tata,12
3931,Mahindra Scorpio,600000,155000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,290.0,8,Mahindra,13
3932,Renault Pulse,500000,80000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,160.0,5,Renault,5
3933,Mahindra Bolero,315000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,Mahindra,12
3934,Maruti Wagon,265000,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,Maruti,11
3935,Ford Figo,350000,110000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,215.0,5,Ford,7
3936,Tata Indigo,200000,230000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,140.0,5,Tata,10
3937,Tata Indica,114999,172000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,85.0,5,Tata,11
3938,Hyundai i20,425000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,8
3939,Ford EcoSport,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,Ford,3
3940,Mahindra Scorpio,550000,126000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,7,Mahindra,8
3941,Honda WR-V,900000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200.0,5,Honda,4
3942,Hyundai i10,165000,97000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,99.04,5,Hyundai,11
3943,Hyundai Verna,850000,120000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.2,259.9,5,Hyundai,6
3944,Hyundai Verna,850000,120000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,259.8,5,Hyundai,6
3945,Mahindra Thar,550000,80000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,247.0,6,Mahindra,8
3946,Maruti Swift,500000,60000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,Maruti,11
3947,Maruti Swift,630000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,Maruti,4
3948,Hyundai i10,160000,60000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,Hyundai,11
3949,Honda City,670000,60000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,200.0,5,Honda,7
3950,Maruti Swift,430000,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5,Maruti,8
3951,Hyundai Xcent,375000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,114.0,5,Hyundai,7
3952,Hyundai i20,650000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,6
3953,Maruti Swift,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,Maruti,6
3954,Maruti Swift,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,Maruti,6
3955,Mahindra XUV500,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,Mahindra,5
3956,Volkswagen Ameo,600000,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250.0,5,Volkswagen,4
3957,Hyundai Creta,1200000,25000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,5
3958,BMW X6,3750000,56000,Diesel,Dealer,Automatic,First Owner,11.2,2993,241.0,540.0,4,BMW,9
3959,Maruti Swift,795000,41779,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,113.0,5,Maruti,4
3960,Honda Jazz,625000,54000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110.0,5,Honda,6
3961,Mercedes-Benz E-Class,2900000,31000,Diesel,Dealer,Automatic,First Owner,13.0,2143,204.0,500.0,5,Mercedes-Benz,6
3962,Maruti Ignis,625000,37000,Diesel,Individual,Automatic,First Owner,26.8,1248,74.0,190.0,5,Maruti,5
3963,Chevrolet Cruze,440000,90000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,327.0,4,Chevrolet,11
3964,Toyota Corolla,1400000,13534,Petrol,Dealer,Manual,First Owner,14.28,1798,138.03,173.0,5,Toyota,4
3965,Toyota Corolla,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794,138.1,173.0,5,Toyota,5
3966,Mercedes-Benz GLA,2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143,136.0,300.0,5,Mercedes-Benz,5
3967,Hyundai Grand,550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,114.0,5,Hyundai,5
3968,Toyota Innova,1925000,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,360.0,8,Toyota,3
3969,Mahindra XUV500,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,330.0,7,Mahindra,7
3970,Honda WR-V,700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,110.0,5,Honda,5
3971,Maruti Swift,530000,40000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,Maruti,9
3972,Kia Seltos,1900000,5000,Diesel,Dealer,Automatic,First Owner,17.8,1493,113.4,250.0,5,Kia,2
3973,Maruti Ciaz,844999,70000,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,200.0,5,Maruti,5
3974,Skoda Rapid,650000,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,250.0,5,Skoda,6
3975,Maruti Swift,750000,15000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113.0,5,Maruti,4
3976,BMW 6,6000000,28156,Diesel,Dealer,Automatic,First Owner,17.09,2993,261.4,620.0,4,BMW,4
3977,Honda Jazz,610000,30000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110.0,5,Honda,7
3978,Chevrolet Beat,150000,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108.0,5,Chevrolet,12
3979,Maruti Swift,475000,40000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114.0,5,Maruti,8
3980,Mahindra Scorpio,375000,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,290.0,8,Mahindra,14
3981,Mahindra KUV,425000,70000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,190.0,6,Mahindra,6
3982,Honda City,800000,90000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,200.0,5,Honda,7
3983,Maruti 800,40000,32000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,Maruti,26
3984,Maruti Wagon,509999,8000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,90.0,5,Maruti,4
3985,Toyota Etios,387000,170000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170.0,5,Toyota,7
3986,Maruti Alto,235000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,Maruti,8
3987,Tata Sumo,95000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948,68.0,12.0,10,Tata,22
3988,Maruti Swift,340000,110000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,190.0,5,Maruti,12
3989,Mahindra XUV500,1000000,100000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,Mahindra,6
3990,Ford Ikon,160000,115000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,160.0,5,Ford,13
3991,Mahindra Scorpio,365000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,290.0,8,Mahindra,14
3992,Skoda Fabia,300000,265000,Diesel,Individual,Manual,Second Owner,20.86,1199,75.0,180.0,5,Skoda,11
3993,Maruti Swift,260000,90000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5,Maruti,14
3994,Honda Jazz,860000,40000,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110.0,5,Honda,4
3995,Hyundai Verna,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,14.9,5,Hyundai,14
3996,Maruti Alto,100000,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,Maruti,15
3997,Volkswagen Vento,565000,111000,Diesel,Individual,Manual,First Owner,20.34,1498,103.2,250.0,5,Volkswagen,8
3998,Mahindra Xylo,450000,120000,Diesel,Individual,Manual,Second Owner,11.68,2498,112.0,260.0,7,Mahindra,9
3999,Maruti Baleno,625000,15000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5,Maruti,5
4000,Maruti Alto,280000,30000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,Maruti,6
4001,Maruti Alto,330000,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,Maruti,5
4002,Hyundai Creta,1300000,40000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,7
4003,Tata Indica,65000,50000,Petrol,Individual,Manual,Second Owner,15.3,1396,70.0,12.4,5,Tata,14
4004,Tata Tiago,480000,45000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5,Tata,4
4005,Tata Tiago,400000,35000,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,140.0,5,Tata,6
4006,Tata New,500000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,320.0,7,Tata,13
4007,Mahindra Xylo,320000,120000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,260.0,7,Mahindra,10
4008,Mahindra XUV500,750000,90000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330.0,7,Mahindra,8
4009,Mahindra Bolero,620000,100000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,Mahindra,5
4010,Maruti Swift,300000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190.0,5,Maruti,11
4011,Hyundai Creta,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151.0,5,Hyundai,4
4012,Maruti Alto,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,Maruti,5
4013,Maruti Swift,700000,15000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5,Maruti,5
4014,Ford Figo,700000,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215.0,5,Ford,5
4015,Ford EcoSport,600000,135000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,Ford,7
4016,Skoda Rapid,290000,80000,Diesel,Individual,Manual,Second Owner,20.5,1598,103.5,250.0,5,Skoda,10
4017,Chevrolet Cruze,430000,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,327.0,4,Chevrolet,11
4018,Hyundai i20,575000,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,5
4019,Hyundai Creta,875000,42000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,151.0,5,Hyundai,5
4020,Maruti Wagon,180000,77000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,Maruti,12
